false||0||3||0||1||0||
true||72||36||82||4||0||
false||28||13||0||2||3||
true||72||36||0||0||0||
false||74||36||0||5||0||
true||72||36||11||0||0||
false||38||18||0||0||2||
true||72||36||0||0||0||
false||74||36||0||11||0||
true||65||32||3||0||1||
false||74||36||0||0||0||
true||72||36||2||0||0||
false||75||36||0||0||0||
true||72||36||0||0||0||
false||66||32||0||0||0||
true||72||36||0||0||0||
false||75||36||0||0||0||
true||72||36||0||0||0||
false||76||36||0||0||0||
true||72||36||0||0||0||
false||74||36||0||0||0||
true||57||28||8||0||0||
false||74||36||0||0||0||
true||72||36||0||0||0||
false||75||36||0||0||0||
true||72||36||0||0||0||
false||61||30||3||0||1||
true||75||36||0||0||0||
false||36||17||0||0||3||
true||58||29||19||0||13||
false||72||36||16||0||13||
true||74||35||0||0||1||
false||75||36||0||0||0||
true||72||36||0||0||0||
false||75||36||0||0||0||
true||72||36||0||0||0||
false||76||36||0||0||0||
true||72||36||0||0||0||
false||75||36||0||0||0||
true||72||36||0||0||0||
false||65||31||0||0||1||
true||72||36||0||0||0||
false||75||36||0||0||0||
true||72||36||0||0||0||
false||75||36||0||0||0||
true||72||36||0||0||0||
false||75||36||0||0||0||
true||72||36||0||0||0||
false||74||36||0||0||0||
true||72||36||0||0||0||
false||74||36||0||0||0||
true||55||27||12||0||1||
false||76||36||0||0||0||
true||29||14||33||2||1||
false||0||0||47||0||0||
true||72||34||0||0||1||
false||72||36||0||0||0||
true||60||29||0||0||1||
false||72||36||1||0||0||
true||66||32||0||0||1||
false||0||0||0||0||0||
true||74||36||0||0||0||
false||54||25||0||0||1||
true||72||36||0||0||0||
false||0||0||0||0||0||
true||75||36||0||0||0||
false||75||36||0||0||0||
true||72||36||1||1||0||
false||0||0||0||0||0||
true||67||32||0||0||1||
false||0||0||0||0||0||
true||75||36||0||0||1||
false||0||0||22||0||0||
true||2||0||0||0||0||
false||0||0||0||0||0||
true||68||33||0||0||2||
false||72||0||0||0||0||
true||76||36||0||0||0||
false||0||0||0||0||0||
true||74||36||0||0||0||
false||39||18||0||0||1||
true||69||33||0||0||1||
false||75||36||0||0||1||
true||74||36||0||0||0||
false||41||19||0||0||1||
true||75||36||0||0||0||
false||0||0||0||0||0||
true||60||28||0||0||2||
false||47||23||0||0||1||
true||75||36||0||0||0||
false||75||36||0||0||0||
true||75||36||0||0||0||
false||76||36||0||0||0||
true||68||33||0||0||1||
false||75||36||0||0||0||
true||76||36||0||0||0||
false||75||36||0||0||0||
true||46||22||0||0||1||
false||76||36||0||0||0||
true||75||36||0||0||0||
false||75||36||0||0||0||
true||74||36||0||0||0||
false||75||36||0||0||0||
true||75||36||0||0||0||
false||75||36||0||0||0||
true||52||24||0||0||1||
false||30||13||0||0||1||
true||74||36||0||0||0||
false||75||36||0||0||0||
true||75||36||0||0||0||
false||72||36||20||4||0||
true||23||11||0||0||3||
false||67||31||0||0||1||
true||59||28||0||0||1||
false||61||28||0||0||1||
true||75||36||0||0||0||
false||76||36||0||0||0||
true||70||33||0||0||1||
false||74||35||0||0||1||
true||75||36||0||0||0||
false||74||36||0||0||0||
true||76||36||0||0||0||
false||75||36||0||0||0||
true||74||36||0||0||0||
false||59||28||0||0||3||
true||76||36||0||0||0||
false||53||25||0||0||1||
true||75||36||0||0||0||
false||49||23||0||0||1||
true||75||36||0||0||0||
false||76||36||0||0||0||
true||75||36||0||0||0||
false||61||29||0||0||1||
true||75||36||0||0||0||
false||70||33||0||0||1||
true||76||36||0||0||2||
false||75||36||0||0||0||
true||75||36||0||0||0||
false||61||28||0||0||1||
true||74||36||0||0||0||
false||58||28||0||0||1||
true||76||36||0||0||0||
false||75||36||0||0||0||
true||75||36||0||0||0||
false||74||36||0||0||0||
true||70||33||0||0||1||
false||76||36||0||0||0||
true||70||34||0||0||1||
false||75||36||0||0||1||
true||74||36||0||0||0||
false||74||36||0||0||0||
true||55||26||0||0||1||
false||75||36||0||0||0||
true||72||34||0||0||2||
false||72||34||0||0||1||
true||74||36||0||0||0||
false||74||36||0||0||0||
true||75||36||0||0||0||
false||67||32||0||0||1||
true||74||36||0||0||0||
false||59||28||0||0||1||
true||75||36||0||0||0||
false||10||3||0||0||2||
true||75||35||0||0||1||
false||74||36||0||0||2||
true||75||36||0||0||0||
false||39||17||0||0||2||
true||74||35||0||0||1||
false||35||16||0||0||1||
true||44||20||0||0||1||
false||52||25||0||0||1||
true||75||36||0||0||0||
false||75||36||0||0||0||
true||75||36||0||0||0||
false||75||36||0||0||0||
true||71||34||0||0||1||
false||75||36||0||0||0||
true||75||36||0||0||0||
false||53||24||0||0||1||
true||75||36||0||0||0||
false||74||35||0||0||1||
true||76||36||0||0||0||
false||75||36||0||0||0||
true||76||36||0||0||0||
false||75||36||0||0||0||
true||75||36||0||0||0||
false||75||36||0||0||0||
true||75||36||0||0||0||
false||75||36||0||0||0||
true||46||21||0||0||1||
false||74||36||0||0||0||
true||0||0||7||0||0||
false||75||36||0||0||0||
true||27||0||15||0||0||
false||72||36||8||4||0||
true||75||36||0||0||0||
